UID,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
24,L47203,L,299.0,309.4,0.316214490381855,25.7,26.815023096465463,0,0,0,0,0,0
25,M14884,M,299.0,309.4,0.3162144903739648,37.3,27.402412910227667,0,0,0,0,0,0
26,L47205,L,299.0,309.5,0.3162144903847047,23.3,28.27448240389881,0,0,0,0,0,0
27,L47206,L,299.1,309.5,0.31621449037129223,39.0,28.850099685417774,0,0,0,0,0,0
28,H29441,H,299.1,309.4,0.3162144903834055,24.6,29.421291679983042,0,0,0,0,0,0
29,L47208,L,299.1,309.4,0.31621449036657323,44.2,30.830859373400692,0,0,0,0,0,0
30,L47209,L,299.0,309.4,0.31621449037966676,30.1,31.38767155383269,0,0,0,0,0,0
31,M14890,M,299.1,309.5,0.31621449035824023,48.2,31.940660193351135,0,0,0,0,0,0
32,L47211,L,299.0,309.4,0.31621449038304267,25.5,32.76322238121397,0,0,0,0,0,0
33,L47212,L,299.0,309.4,0.31621449036509897,48.3,33.30713932122242,0,0,0,0,0,0
34,L47213,L,298.9,309.3,0.31621449037861166,32.5,33.84760771911423,0,0,0,0,0,0
35,M14894,M,298.8,309.1,0.3162144903738625,34.7,34.384722915357685,0,0,0,0,0,0
36,M14895,M,298.8,309.2,0.31621449036748667,48.6,35.184305814313866,0,0,0,0,0,0
37,M14896,M,298.9,309.2,0.3162144903749586,36.7,35.97683579917095,0,0,0,0,0,0
38,L47217,L,298.8,309.1,0.31621449036657323,39.2,36.76258190591016,0,0,0,0,0,0
39,H29452,H,298.9,309.2,0.3162144903618765,50.7,37.28276861694771,0,0,0,0,0,0
40,L47219,L,298.8,309.1,0.3162144903592851,52.5,38.570989649203916,0,0,0,0,0,0
41,L47220,L,298.8,309.1,0.3162144903603853,45.4,39.08155138351147,0,0,0,0,0,0
42,L47221,L,298.8,309.1,0.3162144903609204,50.8,39.589504750423174,0,0,0,0,0,0
43,M14902,M,298.8,309.1,0.3162144903609204,49.1,40.09490809854314,0,0,0,0,0,0
44,H29457,H,298.8,309.2,0.31621449036127175,48.5,40.84835389783618,0,0,0,0,0,0
45,M14904,M,298.8,309.1,0.31621449036882726,47.5,42.09211111805314,0,0,0,0,0,0
46,L47225,L,298.8,309.1,0.31621449036990856,49.1,42.83144635688426,0,0,0,0,0,0
47,M14906,M,298.7,309.0,0.3162144903842538,25.8,43.32155070649046,0,0,0,0,0,0
48,L47227,L,298.8,309.1,0.31621449036502297,46.3,44.05263844418807,0,0,0,0,0,0
49,H29462,H,298.8,309.2,0.3162144903655503,53.9,44.537379108289535,0,0,0,0,0,0
50,M14909,M,298.9,309.2,0.3162144903645623,44.1,45.740243147645586,0,0,0,0,0,0
51,L47230,L,298.9,309.1,0.3162144903954419,4.6,46.455987860672316,1,0,0,1,0,0
52,L47231,L,298.9,309.1,0.3162144903622163,54.9,46.93073700165358,0,0,0,0,0,0
53,H29466,H,298.8,309.0,0.3162144903703999,43.8,47.40359497414557,0,0,0,0,0,0
54,L47233,L,298.7,309.0,0.3162144903741678,35.1,48.57768085598964,0,0,0,0,0,0
55,L47234,L,298.7,309.0,0.31621449037959376,30.1,49.044173943167316,0,0,0,0,0,0
56,L47235,L,298.8,309.1,0.31621449037129223,40.7,49.508917153983276,0,0,0,0,0,0
57,L47236,L,298.8,309.1,0.31621449036915067,42.4,49.971939362584294,0,0,0,0,0,0
58,L47237,L,298.8,309.1,0.31621449037135035,40.3,50.43326860782845,0,0,0,0,0,0
59,M14918,M,298.8,309.0,0.31621449037845484,29.5,50.892932127571335,0,0,0,0,0,0
60,L47239,L,298.8,309.1,0.31621449036179083,54.4,51.57936187098474,0,0,0,0,0,0
61,L47240,L,298.8,309.1,0.3162144903630483,52.6,52.03497527446863,0,0,0,0,0,0
62,M14921,M,298.8,309.0,0.31621449037548327,38.2,52.489012430873,0,0,0,0,0,0
63,L47242,L,298.8,309.0,0.3162144903838903,22.9,53.16716505154039,0,0,0,0,0,0
64,M14923,M,298.9,309.0,0.31621449038343297,25.9,53.61736524384796,0,0,0,0,0,0
65,L47244,L,299.0,309.1,0.3162144903719235,38.6,54.289869335659226,0,0,0,0,0,0
66,L47245,L,299.0,309.1,0.3162144903631301,45.1,54.73637295223285,0,0,0,0,0,0
67,M14926,M,298.9,308.9,0.31621449037914834,28.7,55.181435233223056,0,0,0,0,0,0
68,H29481,H,298.8,308.9,0.316214490368433,44.1,55.84637086029833,0,0,0,0,0,0
69,L47248,L,298.8,308.9,0.31621449037214844,32.4,56.947673486963346,0,0,0,0,0,0
70,L47249,L,298.9,309.0,0.3162144903644069,65.7,57.38582665901696,1,0,0,1,1,0
71,M14930,M,298.9,309.0,0.3162144903861482,22.6,57.82265418196811,0,0,0,0,0,0
72,L47251,L,298.9,309.1,0.31621449036748667,45.5,58.47544844993204,0,0,0,0,0,0
73,L47252,L,298.9,309.1,0.3162144903610086,44.4,58.90903832553294,0,0,0,0,0,0
74,L47253,L,299.0,309.1,0.31621449037548327,35.0,59.34136267082103,0,0,0,0,0,0
75,L47254,L,298.9,309.0,0.31621449037590144,32.3,59.77243778013387,0,0,0,0,0,0
76,L47255,L,298.8,308.9,0.3162144903618765,46.7,60.20227957897565,0,0,0,0,0,0
77,L47256,L,298.8,308.9,0.3162144903680994,47.9,60.630903635895926,0,0,0,0,0,0
78,L47257,L,298.8,308.9,0.31621449036769267,41.3,61.058325173873484,1,1,0,0,0,0
79,L47258,L,298.8,308.9,0.316214490363455,51.5,37.80012274604596,0,0,0,0,0,0
80,L47259,L,298.8,308.9,0.3162144903637761,37.9,0.8957100127150509,0,0,0,0,0,0
81,H29494,H,298.8,308.8,0.31621449036699906,49.9,2.361555282475839,0,0,0,0,0,0
82,L47261,L,298.9,308.9,0.31621449036734833,47.5,5.298888798268857,0,0,0,0,0,0
83,L47262,L,298.9,308.9,0.3162144903675555,40.8,6.326739846619082,0,0,0,0,0,0
84,L47263,L,299.0,309.0,0.316214490368631,40.1,7.301582304360534,0,0,0,0,0,0
85,L47264,L,298.9,308.9,0.3162144903653256,47.6,8.233788584408876,0,0,0,0,0,0
86,M14945,M,299.0,309.0,0.3162144903832115,26.8,9.130594475955206,0,0,0,0,0,0
87,H29500,H,299.0,309.0,0.3162144903663575,43.9,10.420674613301186,0,0,0,0,0,0
88,L47267,L,299.0,309.0,0.3162144903730774,31.8,12.453137816140966,0,0,0,0,0,0
89,M14948,M,299.0,309.0,0.31621449036509897,45.2,13.232282258695617,0,0,0,0,0,0
90,M14949,M,298.9,308.9,0.316214490369784,39.5,14.370450584255066,0,0,0,0,0,0
91,L47270,L,298.9,308.9,0.3162144903816985,25.8,15.476094289126365,0,0,0,0,0,0
92,L47271,L,298.9,308.9,0.31621449038391664,24.9,16.19701593282053,0,0,0,0,0,0
93,M14952,M,298.9,308.9,0.3162144903808541,27.1,16.90610749660777,0,0,0,0,0,0
94,L47273,L,299.1,309.0,0.31621449036734833,43.0,17.94932822930998,0,0,0,0,0,0
95,L47274,L,299.0,308.9,0.31621449037684,31.9,18.632222529297646,0,0,0,0,0,0
96,M14955,M,299.0,309.0,0.3162144903593783,52.2,19.305767361350373,0,0,0,0,0,0
97,M14956,M,299.0,309.0,0.316214490374666,35.3,20.299731029228735,0,0,0,0,0,0
98,M14957,M,298.9,308.9,0.3162144903816037,29.9,21.275490189713718,0,0,0,0,0,0
99,L47278,L,298.9,308.8,0.31621449037225996,32.7,22.23444274604734,0,0,0,0,0,0
100,L47279,L,298.8,308.8,0.3162144903719235,44.4,22.865015303569038,0,0,0,0,0,0
101,L47280,L,298.8,308.9,0.3162144903844816,25.0,23.488985744512007,0,0,0,0,0,0
102,L47281,L,298.8,308.8,0.31621449038748206,20.7,24.106651368151493,0,0,0,0,0,0
103,L47282,L,298.8,308.8,0.31621449037365623,40.6,24.718286501458355,0,0,0,0,0,0
104,M14963,M,298.8,308.8,0.316214490366716,40.5,25.32414496662508,0,0,0,0,0,0
105,L47284,L,298.8,308.7,0.31621449036734833,43.4,26.222611896198508,0,0,0,0,0,0
106,L47285,L,298.8,308.7,0.3162144903754362,31.1,26.815023096465463,0,0,0,0,0,0
107,L47286,L,298.8,308.7,0.31621449036699906,48.5,27.402412910227667,0,0,0,0,0,0
108,M14967,M,298.8,308.8,0.3162144903703999,46.8,27.984965609249752,0,0,0,0,0,0
109,H29522,H,298.9,308.8,0.3162144903767965,32.7,28.850099685417774,0,0,0,0,0,0
110,L47289,L,298.9,308.7,0.3162144903745179,34.1,30.270102960009265,0,0,0,0,0,0
111,L47290,L,298.8,308.6,0.3162144903849714,22.5,30.830859373400692,0,0,0,0,0,0
112,H29525,H,298.7,308.6,0.316214490370521,43.5,31.38767155383269,0,0,0,0,0,0
113,M14972,M,298.8,308.7,0.3162144903704605,39.5,32.76322238121397,0,0,0,0,0,0
114,M14973,M,298.8,308.6,0.3162144903697215,41.9,33.57779851793054,0,0,0,0,0,0
115,L47294,L,298.8,308.6,0.316214490379186,29.4,34.384722915357685,0,0,0,0,0,0
116,L47295,L,298.8,308.6,0.3162144903659938,45.7,34.91857566825398,0,0,0,0,0,0
117,L47296,L,298.9,308.7,0.31621449037411725,34.1,35.44925246386778,0,0,0,0,0,0
118,L47297,L,298.8,308.6,0.31621449037580934,33.0,35.97683579917095,0,0,0,0,0,0
119,M14978,M,298.8,308.6,0.3162144903801676,28.1,36.50140444119791,0,0,0,0,0,0
120,L47299,L,298.7,308.5,0.3162144903684992,40.7,37.28276861694771,0,0,0,0,0,0
121,L47300,L,298.9,308.7,0.3162144903661399,44.7,37.80012274604596,0,0,0,0,0,0
122,L47301,L,298.9,308.7,0.3162144903738111,41.2,38.31471175430573,0,0,0,0,0,0
123,L47302,L,299.0,308.8,0.3162144903553072,50.7,38.826600301691066,0,0,0,0,0,0
124,L47303,L,298.9,308.7,0.31621449037318394,43.4,39.33585041117344,0,0,0,0,0,0
125,L47304,L,298.9,308.7,0.3162144903808541,29.4,39.842521620551736,0,0,0,0,0,0
126,L47305,L,298.9,308.6,0.3162144903739137,32.2,40.34667112307031,0,0,0,0,0,0
127,L47306,L,299.0,308.6,0.31621449035725885,60.5,40.84835389783618,0,0,0,0,0,0
128,L47307,L,298.9,308.6,0.3162144903646396,46.5,41.347622830933595,0,0,0,0,0,0
129,L47308,L,299.0,308.6,0.3162144903752466,38.6,41.84452882804007,0,0,0,0,0,0
130,L47309,L,298.9,308.5,0.3162144903738625,34.3,42.33912091926824,0,0,0,0,0,0
131,L47310,L,298.8,308.4,0.3162144903688923,41.1,42.83144635688426,0,0,0,0,0,0
132,L47311,L,298.8,308.4,0.3162144903811851,27.7,43.32155070649046,0,0,0,0,0,0
133,M14992,M,298.7,308.4,0.316214490366716,43.2,43.80947793220328,0,0,0,0,0,0
134,M14993,M,298.7,308.4,0.3162144903659204,49.6,44.537379108289535,0,0,0,0,0,0
135,L47314,L,298.8,308.4,0.3162144903610086,53.0,45.26061412234416,0,0,0,0,0,0
136,M14995,M,298.8,308.5,0.3162144903803076,28.5,45.740243147645586,0,0,0,0,0,0
137,H29550,H,298.7,308.5,0.31621449036517474,45.7,46.455987860672316,0,0,0,0,0,0
138,L47317,L,298.7,308.6,0.31621449035390237,55.3,47.63932516009347,0,0,0,0,0,0
139,H29552,H,298.8,308.6,0.3162144903672789,49.4,48.10940814678998,0,0,0,0,0,0
140,L47319,L,298.8,308.6,0.3162144903505482,55.8,49.27676245849453,0,0,0,0,0,0
141,L47320,L,298.8,308.6,0.31621449037123384,36.1,49.74064161196589,0,0,0,0,0,0
142,L47321,L,298.7,308.5,0.3162144903730774,35.2,50.20281388487561,0,0,0,0,0,0
143,M15002,M,298.6,308.4,0.31621449038246274,28.2,50.66330691141095,0,0,0,0,0,0
144,H29557,H,298.6,308.4,0.3162144903641721,50.5,51.35095639113934,0,0,0,0,0,0
145,M15004,M,298.6,308.4,0.31621449036288385,42.4,52.489012430873,0,0,0,0,0,0
146,L47325,L,298.5,308.4,0.31621449037135035,33.6,53.16716505154039,0,0,0,0,0,0
147,H29560,H,298.5,308.4,0.3162144903763994,36.1,53.61736524384796,0,0,0,0,0,0
148,L47327,L,298.4,308.4,0.31621449037146626,40.1,54.73637295223285,0,0,0,0,0,0
149,M15008,M,298.3,308.3,0.3162144903618765,48.0,55.181435233223056,0,0,0,0,0,0
150,L47329,L,298.4,308.3,0.3162144903688923,39.9,55.84637086029833,0,0,0,0,0,0
151,L47330,L,298.4,308.3,0.3162144903653256,42.7,56.28791838759929,0,0,0,0,0,0
152,M15011,M,298.4,308.2,0.3162144903682334,37.6,56.7280941385299,0,0,0,0,0,0
153,M15012,M,298.4,308.2,0.3162144903751032,41.0,57.38582665901696,0,0,0,0,0,0
154,L47333,L,298.4,308.2,0.31621449038443133,27.0,58.04057636844888,0,0,0,0,0,0
155,L47334,L,298.4,308.2,0.3162144903722043,36.2,58.47544844993204,0,0,0,0,0,0
156,H29569,H,298.4,308.2,0.31621449038740757,19.8,58.90903832553294,0,0,0,0,0,0
157,M15016,M,298.4,308.1,0.3162144903702781,46.0,59.98751186209892,0,0,0,0,0,0
158,H29571,H,298.4,308.2,0.3162144903692148,43.5,60.630903635895926,0,0,0,0,0,0
159,M15018,M,298.4,308.2,0.316214490370521,40.0,61.69723523710819,0,0,0,0,0,0
160,L47339,L,298.4,308.2,0.316214490368762,47.0,62.3335219465065,0,0,0,0,0,0
161,L47340,L,298.4,308.2,0.3162144903522069,60.7,62.75627909992892,1,0,0,0,1,0
162,L47341,L,298.3,308.1,0.3162144903645623,52.3,63.177905032651545,1,0,0,0,1,0
163,L47342,L,298.3,308.1,0.31621449037519894,35.5,37.80012274604596,0,0,0,0,0,0
164,M15023,M,298.4,308.2,0.3162144903685652,43.8,0.8957100127150509,0,0,0,0,0,0
165,M15024,M,298.5,308.3,0.3162144903666447,43.6,3.009166266430343,0,0,0,0,0,0
166,L47345,L,298.5,308.4,0.31621449038105365,26.0,4.760436978982714,0,0,0,0,0,0
167,H29580,H,298.4,308.2,0.3162144903763994,32.6,5.820263802395527,0,0,0,0,0,0
168,H29581,H,298.4,308.3,0.3162144903678969,42.9,8.233788584408876,0,0,0,0,0,0
169,L47348,L,298.4,308.3,0.3162144903661399,62.3,10.420674613301186,1,0,0,1,0,0
170,L47349,L,298.4,308.3,0.3162144903561432,59.1,11.249531612925281,0,0,0,0,0,0
171,M15030,M,298.4,308.2,0.31621449037630994,35.0,12.056835026471859,0,0,0,0,0,0
172,L47351,L,298.2,308.1,0.3162144903681665,50.8,13.232282258695617,0,0,0,0,0,0
173,M15032,M,298.1,308.0,0.3162144903861482,20.8,13.994886402333325,0,0,0,0,0,0
174,M15033,M,298.2,308.0,0.3162144903754362,33.7,15.110910513686186,0,0,0,0,0,0
175,L47354,L,298.2,308.1,0.31621449035488114,58.3,16.19701593282053,0,0,0,0,0,0
176,L47355,L,298.2,308.1,0.31621449036213173,43.5,16.90610749660777,0,0,0,0,0,0
177,L47356,L,298.2,308.1,0.31621449037666516,34.7,17.604187885923114,0,0,0,0,0,0
178,L47357,L,298.2,308.2,0.3162144903874263,21.4,18.29198044815627,0,0,0,0,0,0
179,L47358,L,298.2,308.2,0.3162144903663575,50.2,18.97012822204186,0,0,0,0,0,0
180,L47359,L,298.2,308.3,0.31621449035466603,49.8,19.639206159604775,0,0,0,0,0,0
181,L47360,L,298.2,308.3,0.31621449036902183,49.9,20.299731029228735,0,0,0,0,0,0
182,H29595,H,298.2,308.3,0.31621449038375765,24.2,20.952169519531434,0,0,0,0,0,0
183,M15042,M,298.1,308.2,0.3162144903585288,48.1,22.55057384331409,0,0,0,0,0,0
184,L47363,L,298.1,308.2,0.31621449036965876,40.7,23.488985744512007,0,0,0,0,0,0
185,L47364,L,298.2,308.2,0.3162144903786895,30.6,24.106651368151493,0,0,0,0,0,0
186,L47365,L,298.2,308.2,0.31621449036706933,38.2,24.718286501458355,0,0,0,0,0,0
187,L47366,L,298.1,308.3,0.31621449035434085,56.0,25.32414496662508,0,0,0,0,0,0
188,L47367,L,298.2,308.4,0.3162144903618765,43.1,25.924462213852724,0,0,0,0,0,0
189,L47368,L,298.3,308.5,0.31621449037612953,33.6,26.519457173685762,0,0,0,0,0,0
190,M15049,M,298.3,308.4,0.31621449037280863,43.4,27.10933387302385,0,0,0,0,0,0
191,L47370,L,298.2,308.4,0.31621449036915067,49.9,27.984965609249752,0,0,0,0,0,0
192,L47371,L,298.2,308.4,0.3162144903786506,34.6,28.56285378936236,0,0,0,0,0,0
193,H29606,H,298.2,308.4,0.316214490363455,51.8,29.13623940491203,0,0,0,0,0,0
194,H29607,H,298.2,308.4,0.31621449037911065,34.6,30.550982003389304,0,0,0,0,0,0
195,M15054,M,298.2,308.5,0.31621449039458,10.7,31.940660193351135,1,0,0,1,0,0
196,L47375,L,298.3,308.5,0.3162144903675555,42.9,32.76322238121397,0,0,0,0,0,0
197,H29610,H,298.3,308.6,0.31621449036606697,49.5,33.30713932122242,0,0,0,0,0,0
198,M15057,M,298.4,308.6,0.31621449037214844,40.9,34.6520515951563,0,0,0,0,0,0
199,L47378,L,298.4,308.7,0.3162144903752942,35.0,35.44925246386778,0,0,0,0,0,0
200,L47379,L,298.4,308.6,0.3162144903661399,47.1,35.97683579917095,0,0,0,0,0,0
201,L47380,L,298.4,308.6,0.316214490376265,35.0,36.50140444119791,0,0,0,0,0,0
202,L47381,L,298.3,308.5,0.316214490374666,41.2,37.02303366467042,0,0,0,0,0,0
203,M15062,M,298.4,308.5,0.3162144903774382,35.7,37.54179547025567,0,0,0,0,0,0
204,L47383,L,298.4,308.5,0.31621449036997057,37.9,38.31471175430573,0,0,0,0,0,0
205,L47384,L,298.4,308.5,0.31621449038131527,32.8,38.826600301691066,0,0,0,0,0,0
206,M15065,M,298.5,308.6,0.3162144903587196,53.0,39.33585041117344,0,0,0,0,0,0
207,L47386,L,298.5,308.7,0.316214490376265,35.3,40.09490809854314,0,0,0,0,0,0
208,M15067,M,298.4,308.7,0.3162144903652503,60.7,40.59781749834621,1,0,0,1,0,0
209,L47388,L,298.4,308.6,0.3162144903754362,36.7,41.347622830933595,0,0,0,0,0,0
210,L47389,L,298.4,308.6,0.31621449036915067,44.0,41.84452882804007,0,0,0,0,0,0
211,L47390,L,298.4,308.7,0.3162144903719235,36.1,42.33912091926824,0,0,0,0,0,0
212,L47391,L,298.5,308.7,0.316214490374666,33.9,42.83144635688426,0,0,0,0,0,0
213,H29626,H,298.4,308.7,0.3162144903587196,52.9,43.32155070649046,0,0,0,0,0,0
214,L47393,L,298.4,308.7,0.31621449036246857,44.9,44.537379108289535,0,0,0,0,0,0
215,M15074,M,298.3,308.6,0.31621449037534166,37.1,45.02004606258543,0,0,0,0,0,0
216,L47395,L,298.3,308.6,0.3162144903732899,40.3,45.740243147645586,0,0,0,0,0,0
217,L47396,L,298.3,308.6,0.316214490370521,38.3,46.217893465132285,0,0,0,0,0,0
218,L47397,L,298.3,308.5,0.31621449037857263,31.6,46.69360093769586,0,0,0,0,0,0
219,L47398,L,298.3,308.6,0.3162144903671394,38.1,47.167400290084736,0,0,0,0,0,0
220,M15079,M,298.3,308.5,0.3162144903662127,46.2,47.63932516009347,0,0,0,0,0,0
221,L47400,L,298.3,308.5,0.3162144903648703,52.7,48.34376884832229,0,0,0,0,0,0
222,H29635,H,298.4,308.5,0.3162144903838374,24.3,48.81114797236299,0,0,0,0,0,0
223,L47402,L,298.4,308.6,0.31621449035466603,45.0,49.971939362584294,0,0,0,0,0,0
224,L47403,L,298.4,308.6,0.31621449037436866,34.4,50.43326860782845,0,0,0,0,0,0
225,L47404,L,298.3,308.6,0.3162144903751032,29.3,50.892932127571335,0,0,0,0,0,0
226,L47405,L,298.3,308.5,0.3162144903603853,53.8,51.35095639113934,0,0,0,0,0,0
227,L47406,L,298.3,308.4,0.31621449035725885,49.2,51.80736713010727,0,0,0,0,0,0
228,L47407,L,298.3,308.5,0.31621449037280863,36.1,52.262189367487785,0,0,0,0,0,0
229,M15088,M,298.3,308.5,0.3162144903771418,37.1,52.715447445433085,0,0,0,0,0,0
230,L47409,L,298.3,308.5,0.3162144903727544,32.2,53.392453407226014,0,0,0,0,0,0
231,L47410,L,298.3,308.6,0.31621449037441857,34.8,53.84190334919125,0,0,0,0,0,0
232,L47411,L,298.3,308.4,0.3162144903642506,43.1,54.289869335659226,0,0,0,0,0,0
233,L47412,L,298.2,308.4,0.3162144903654756,47.6,54.73637295223285,0,0,0,0,0,0
234,L47413,L,298.2,308.4,0.31621449037129223,34.9,55.181435233223056,0,0,0,0,0,0
235,L47414,L,298.2,308.4,0.3162144903692148,42.9,55.62507668165636,0,0,0,0,0,0
236,M15095,M,298.1,308.3,0.316214490379186,33.7,56.06731728834533,0,0,0,0,0,0
237,L47416,L,298.1,308.3,0.3162144903702781,38.7,56.7280941385299,0,0,0,0,0,0
238,M15097,M,298.0,308.1,0.3162144903735001,36.6,57.1669169011289,0,0,0,0,0,0
239,L47418,L,297.9,308.1,0.3162144903630483,50.3,57.82265418196811,0,0,0,0,0,0
240,L47419,L,298.0,308.2,0.31621449037635474,30.6,58.2581737423909,0,0,0,0,0,0
241,M15100,M,298.0,308.1,0.31621449035824023,51.6,58.69240261216059,0,0,0,0,0,0
242,L47421,L,298.0,308.1,0.31621449038243304,24.3,59.34136267082103,0,0,0,0,0,0
243,L47422,L,298.0,308.2,0.31621449035909777,58.8,59.77243778013387,1,0,0,0,1,0
244,L47423,L,298.0,308.2,0.31621449036678706,44.1,60.20227957897565,0,0,0,0,0,0
245,M15104,M,298.0,308.2,0.3162144903632117,49.1,60.630903635895926,0,0,0,0,0,0
246,M15105,M,297.9,308.1,0.31621449037705607,31.4,61.27158966364311,0,0,0,0,0,0
247,L47426,L,297.9,308.1,0.31621449037515115,33.5,61.90961992210959,0,0,0,0,0,0
248,L47427,L,298.0,308.2,0.316214490368631,45.5,62.3335219465065,0,0,0,0,0,0
249,L47428,L,298.0,308.3,0.3162144903603853,56.8,62.75627909992892,1,0,0,0,1,0
250,L47429,L,298.0,308.3,0.3162144903640144,56.2,63.177905032651545,1,0,0,0,1,0
251,L47430,L,298.0,308.3,0.3162144903784942,32.7,37.80012274604596,0,0,0,0,0,0
252,M15111,M,298.0,308.2,0.316214490368433,42.6,0.8957100127150509,0,0,0,0,0,0
253,L47432,L,298.0,308.2,0.3162144903767528,35.8,3.009166266430343,0,0,0,0,0,0
254,L47433,L,298.0,308.2,0.3162144903599318,48.2,4.202091475389082,0,0,0,0,0,0
255,L47434,L,298.0,308.2,0.3162144903714084,37.9,5.298888798268857,0,0,0,0,0,0
256,L47435,L,298.0,308.2,0.31621449036990856,40.4,6.326739846619082,0,0,0,0,0,0
257,L47436,L,298.1,308.3,0.3162144903574576,63.0,7.301582304360534,0,0,0,0,0,0
258,L47437,L,298.0,308.0,0.31621449037653276,29.5,8.233788584408876,0,0,0,0,0,0
259,L47438,L,298.1,308.2,0.3162144903694696,37.9,9.130594475955206,0,0,0,0,0,0
260,M15119,M,298.1,308.2,0.31621449036517474,63.9,9.997305282153187,1,0,0,1,0,0
261,M15120,M,298.2,308.3,0.3162144903718669,49.1,11.249531612925281,0,0,0,0,0,0
262,L47441,L,298.1,308.2,0.3162144903781766,32.1,12.453137816140966,0,0,0,0,0,0
263,M15122,M,298.1,308.2,0.31621449038115235,26.8,13.232282258695617,0,0,0,0,0,0
264,M15123,M,298.0,308.1,0.3162144903752466,32.3,14.370450584255066,0,0,0,0,0,0
265,L47444,L,298.1,308.2,0.3162144903628013,47.5,15.476094289126365,0,0,0,0,0,0
266,L47445,L,298.0,308.1,0.31621449036762417,37.1,16.19701593282053,0,0,0,0,0,0
267,H29680,H,298.0,308.1,0.3162144903666447,43.7,16.90610749660777,0,0,0,0,0,0
268,L47447,L,297.9,308.0,0.316214490386769,21.1,18.632222529297646,0,0,0,0,0,0
269,H29682,H,297.9,308.0,0.3162144903830992,24.8,19.305767361350373,0,0,0,0,0,0
270,L47449,L,298.0,308.0,0.31621449037197996,37.0,20.952169519531434,0,0,0,0,0,0
271,H29684,H,298.0,308.0,0.31621449037175325,39.6,21.59694493084275,0,0,0,0,0,0
272,M15131,M,298.1,308.1,0.31621449036748667,40.8,23.177806637515264,0,0,0,0,0,0
273,L47452,L,298.1,308.1,0.31621449036959587,40.4,24.106651368151493,0,0,0,0,0,0
274,L47453,L,298.1,308.0,0.31621449036562477,46.0,24.718286501458355,0,0,0,0,0,0
275,L47454,L,298.1,308.0,0.31621449037809624,28.5,25.32414496662508,0,0,0,0,0,0
276,L47455,L,298.0,308.0,0.31621449036369614,54.7,25.924462213852724,0,0,0,0,0,0
277,M15136,M,298.0,307.9,0.3162144903816037,26.6,26.519457173685762,0,0,0,0,0,0
278,H29691,H,298.0,308.0,0.31621449036927873,50.7,27.402412910227667,0,0,0,0,0,0
279,M15138,M,298.0,308.0,0.3162144903767528,29.4,28.850099685417774,0,0,0,0,0,0
280,L47459,L,298.0,308.1,0.3162144903836234,23.4,29.70527468682328,0,0,0,0,0,0
281,M15140,M,298.1,308.1,0.3162144903677609,43.7,30.270102960009265,0,0,0,0,0,0
282,L47461,L,298.1,308.0,0.3162144903770131,36.5,31.10975079341459,0,0,0,0,0,0
